"REFNO","ROCKUNITNO","ROCKNAME","PLACE","CONTINENT","TERRANE","RLAT","RLONG","ROCKTYPE","STRATA","STRATAGE","LATSPREAD","LOWAGE","HIGHAGE","METHOD","ISOTOPEDATA","STRUCTURE","STATUS"
"1203","117","Scisti Silicei Formation","Pignola, Italy","Europe",,"40.5999985","15.8999996","sediments, jaspers, claystones, breccias","Lower nappe of Lagongero Basin.","J",,"146","200","stratigraphic",,,
"1203","118","Scisti Silicei Formation","Lagongero, Italy","Europe",,"40.0999985","15.6999998","sediments, jaspers, claystones, breccias","Upper nappe of Lagongero Basin.","J",,"146","200","stratigraphic",,,
"1204","119","Muck and Eigg igneous rocks","U.K.","Europe",,"56.9000015","-6.19999981","extrusives, intrusives, dykes","British Tertiary Igneous Province","E1",,"53","63","40Ar/39Ar","40Ar/39Ar 58+/-5Ma",,
"1363","120","Moulin de Chateaupanne Formation","Vendee, France","Europe",,"46.7000008","-1.5","sediments, red to yellow sandstones.","Discordantly overlies Brioverian greywackes.Arenig fossils.","O1",,"472","479","fossils",,"Gently dipping to NW",
"1205","121","Volcanic rocks of Moissey","French Jura, France","Europe",,"47.2999992","5.5999999","sediments, ignimbrites (eurite)","Upper Autunian or Lower Saxonian(=Artinskian) flora","P1",,"276","284","fossils","K-Ar 209+/-4Ma is too young, overlain by Triassic - Ar loss.","Strike 255/Dip 18N",
"1206","122","Dolerite dykes, Armorican Massif","Brittany, France","Europe",,"46.5999985","-2.0","intrusives, dykes","Intrusive into OL rocks.Cut by Hercynian granite(300Ma).","C1",,"313","331","40Ar/39Ar","K-Ar dates 319-340(mean 330+/-10).40Ar/39Ar isochron 322+/-9",,
"1207","123","Permian redbeds, Lodeve basin","France","Europe",,"43.7000008","3.5","sediments, redbeds","Mining drill core-length 470m,upper 66m used in study.","P1","Thickness 66m.","271","299","stratigraphic",,"Strike 75/Dip 16 SSE",
"1208","124","Wood Bay Formation","Central Spitsbergen (Svalbard), Norway","Europe","Spitsbergen","78.6999969","15.0","sediments, redbeds","Age Siegenian-Emsian,overlain by mid-Carboniferous sediments","D1",,"398","409","fossils",,"Nearly horizontal",
"1210","125","Sintra intrusive complex","Portugal","Europe",,"38.7999992","-9.39999962","intrusives, granites, syenites, basic","Post Upper Cenomanian but pre-Oligocene","K2",,"88","90","Rb-Sr","Rb-Sr isochron 88.7+/-0.6 Ma; K-Ar 84.0+/-1.1 Ma",,
"1210","126","Sines and Cabo da Roca intrusive complexes","Portugal","Europe",,"38.5","-9.19999981","intrusives","Cabo da Roca complex intrudes Sintra complex(RESULTNO 151).","K2",,"73","79","K-Ar","Sines complex,K-Ar 76.5+/-2;Cabo da Roca K-Ar 76.4+/-2.9.",,
"1210","127","Lisbon volcanics","Portugal","Europe",,"38.7999992","-9.19999981","extrusives","Flows rest on Cenomanian limestones,overlain by TE-TO seds.","K2",,"70","80","K-Ar","K-Ar ages from Sines and Cabo da Roca Complexes refer",,
"1364","128","Air intrusives","Niger, West Africa","Africa",,"19.2999992","8.80000019","intrusives, anorthosites",,"D1","300 km","399","415","Rb-Sr","Mean of Rb-Sr isochron ages 407+/-8 Ma - see REFNO 3363",,
"1365","129","Snowy River Volcanics","Victoria, Australia","Australia","Molong-Monaro","-37.4000015","148.300003","extrusives, rhyodacites","Overlie SU sediments,overlain by DL Buchan Caves limestone.","D1","50 km","398","416","fossils",,"Strikes 3-273/Dips 26-53.Latest folding in DM.",
"1365","130","Buchan Caves Limestone","Victoria, Australia","Australia","Molong-Monaro","-37.5","148.199997","sediments, limestone","Overlies Snowy River volcanics.","D1","6 km","398","416","fossils",,,
"1366","131","Victoria Fjord Dolerite Dykes","Central North Greenland, Denmark","Greenland",,"81.5","-44.7000008","intrusives, dolerite","Dykes cut metamorphic basement(Archean).","MP",,"1200","1300","correlation","Related intrusions have Rb-Sr age 1250Ma.",,
"1367","132","Bonanza Group Volcanics","Vancouver Island, British Columbia, Canada","North America","Wrangell","50.5","-128.100006","extrusives, basalts, red tuffs, dykes","Sinemurian and Pliensbachian fossils","J1","3km,thick 1800m","183","197","fossils",,"Dips to WNW,40-60 deg upper part,65-85 deg lower part.",
"1368","133","Tourmakeady Volcanic succession","Ireland","Europe",,"53.5999985","-9.5","extrusives, quartz porphyry","Not clear if extrusive or intrusive.Arenig age if extrusive.","O1","10 km","472","488","stratigraphic",,"Strikes 200-263/Dips 40-56.",
"1369","134","Campo-Alegre Formation","Brazil","South America",,"-26.5","-49.4000015","extrusives, rhyolite flows, tuffs","Part of the Itajai Group.","NP3","100 km","590","600","U-Pb","U-Pb age 595+/-5 Ma, see REFNO 3515",,
"1369","135","Rhyolites, Castro Group","Brazil","South America",,"-24.7999992","-50.0","extrusives, rhyolites","Intercalated sediments and acid to intermediate volcanics.","NP3-CB1",,"520","600","Rb-Sr,other","Rb-Sr 425,but considered too young,age of 570Ma suggested.",,
"1369","136","Acampamento Velho Formation","Brazil","South America",,"-30.5","-53.9000015","extrusives, rhyolites, ignimbrites","Bom Jardin Group","CB1-2",,"510","530","Rb-Sr,K-Ar","Rb-Sr isochron 520,K-Ar 530,504.",,
"1369","137","Vargas Formation","Brazil","South America",,"-30.5","-53.2999992","sediments","Bom Jardin Group(oldest),overlying Marica Formation.","NP2-3",,"542","700","stratigraphic",,,
"1369","138","Hilario Formation","Brazil","South America",,"-30.7999992","-53.7000008","extrusives, andesites","Volcanics overlie basal Marica Formation of Bom Jardin Group","NP2",,"610","700","Rb-Sr","Intrusive granite Rb-Sr 610.K-Ar 560,465.",,
"1370","139","Connemara Gabbro","Ireland","Europe",,"53.5","-9.89999962","intrusives, gabbro","Intruded about time of D2 phase of Dalradian folding.","CB2-O1",,"480","510","isotopic","Intrusion at 510Ma or less and cooled to fix Ar at 480Ma.","Plunge Connemara antiform Strike 80.7/Dip 20.2S.",
"1371","140","NE Shetland ophiolite complex","Unst and Fetlar islands, U.K.","Europe",,"60.7000008","-0.800000012","intrusives, harzburgite, gabbro",,"CB1-O1",,"475","517","40Ar/39Ar","40Ar/39Ar 496+/-21Ma.",,
"1373","141","PCP Travers Drill Core","Alberta, Canada","North America","Churchill Province","50.0999985","-112.699997","intrusives, granodiorite","Basement rocks,2550-2563m depth","PP","Thickness 7m","1700","1900","stratigraphic","Metamorphic ages in Churchill Province 1700-1900Ma.",,
"1374","142","El Way and Coloso Formations","Chile","South America",,"-23.7999992","-70.4000015","sediments, sandstone, limestone","Hauterivian to Aptian.","K1","15km,Thick.500m","112","136","fossils",,,
"1374","143","Arica Group sandstone","Chile","South America",,"-19.2000008","-70.0","sediments, sandstone","Sandstone intruded by dykes every 30-50m","J3",,"146","161","fossils",,,
"1374","144","La Negra Formation lavas","Chile","South America",,"-23.7000008","-70.4000015","extrusives",,"J",,"146","200","stratigraphic",,,
"1376","145","Salrock Formation","Galway, Ireland","Europe","East Avalon","53.7999992","-9.89999962","sediments","Wenlock sediments host some sills emplaced pre-folding.","S2","Thickness 750m","423","428","fossils",,"Average Strike 279/Dip 64N & 270/57N.Late Caledonian folding",
"1376","146","Redbeds, Clare Island","Ireland","Europe","East Avalon","53.7999992","-10.0","sediments, redbeds","Regarded as contemp. with Salrock Formation(ROCKUNITNO 145).","S2",,"423","428","stratigraphic",,"Strikes 20-140/Dips 7-92",
"1211","147","Igneous rocks, Michigan Basin borehole","Michigan, U.S.A.","North America",,"43.2000008","-84.5999985","intrusives, mafic igneous rocks","Lowest igneous unit at bottom of 5.32km deep core.","MP","Thickness 5m","1000","1100","correlation",,,
"1211","148","Redbeds, Michigan Basin borehole","Michigan, U.S.A.","North America",,"43.2000008","-84.5999985","sediments, redbeds","Redbeds from 4.08-4.59km depth.Redbeds 1500m below Cambrian.","MP","Thickness 510m","1000","1100","magnetic",,,
"1212","149","Bays and Moccasin Formation","Tennessee, U.S.A.","North America",,"36.0999985","-83.5","sediments, limestones","Llanvirn-Llandeilo fossils","O2","100 km","461","472","fossils",,"Folding,thrusting in Late Carboniferous-Early Permian.",
"1212","150","Chapman Ridge Formation","Tennessee, U.S.A.","North America",,"35.9000015","-84.0","sediments, limestones, sandstones","Llanvirn age 350m below Bays Formation(RESULTNO 156).","O2","1.5 km","468","472","fossils",,,
"1213","151","Morro Rock-Islay Hill Complex","California, U.S.A.","North America",,"35.2999992","-120.699997","intrusives","Intrusive into melange,metavolcanics of Franciscan Formation","E3","27 km","22","28","K-Ar","K-Ar 22.6 to 27.1",,
"1214","152","Onondaga Limestone","New York, U.S.A.","North America",,"42.0","-74.0","sediments, limestones","Eifelian age.","D2",,"392","398","fossils",,"Folding Alleghenian",
"1215","153","Lower Carrara Formation","Desert Range, Nevada, U.S.A.","North America",,"36.7999992","-115.300003","sediments, limestones","Lower third of Carrara Formation is latest CBL and CBM above","CB1-2","1 km,thick 330m","507","520","fossils",,"Mean Strike 351/Dip 43E","Superseded study"
"1215","154","Upper Carrara and Lower Bonanza King Formations","Desert Range, Nevada, U.S.A.","North America",,"36.7999992","-115.300003","sediments, limestones","Jangle,Desert lmst.Carrara fm,Papoose Lake memb.Bon.King fm.","CB2","0.5km,thick170m","501","513","fossils",,"Mean Strike 350/Dip 47E","Superseded study"
"1215","155","Wood Canyon Formation","Desert Range, Nevada, U.S.A.","North America",,"36.7999992","-115.300003","sediments, some red, minor carbonates","Lowest formation in Desert Range sequence","CB1","0.2km,thk 332m.","513","542","fossils",,"Mean Strike 356/Dip 58E","Superseded study"
"1216","156","Johnnie Formation, Rainstorm Member","Desert Range, Nevada, U.S.A.","North America",,"36.7999992","-115.300003","sediments, siltstones, limestones","Underlies CBL beds of Wood Canyon Formation(ROCKUNITNO 155).","NP2-3","0.2km,thk 250m.","542","670","stratigraphic",,"Mean Strike 344/Dip 51E",
"1217","157","St.Joe Limestone","Arkansas, U.S.A.","North America",,"36.0","-93.0","sediments, red limestones","Middle and upper Tournaisian stage","C1","30km,thick 25m.","345","355","fossils",,"Strike 332/Dip 3NW;Strike 227/Dip 2NW",
"1218","158","Rose Hill Formation","Maryland, West Virginia, U.S.A.","North America",,"39.5","-79.5","sediments","Part of Clinton Group.","S2","60km","423","428","fossils",,"Deformed in CU-PL times",
"1219","159","Hackberry Mountain Volcanics","Arizona, U.S.A.","North America","Colorado Plateau","34.4000015","-111.800003","extrusives",,"N1","Thickness 500m.","8","12","K-Ar","K-Ar ages 7.4-12.0Ma, mean 10.0+/-2.0Ma.",,
"1220","160","Basal Pilcher Quartzite","Montana, U.S.A.","North America",,"46.9000015","-113.800003","sediments, quartzite","Youngest formation sampled in Belt Supergroup","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism occurred 1300-1500Ma.","Superseded study"
"1220","161","McNamara Formation","Montana, U.S.A.","North America",,"47.5999985","-113.699997","sediments","Belt Supergrp.older than Pilcher Format.(ROCKUNITNO 160,162)","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma.","Superseded study"
"1220","162","Upper Pilcher Quartzite","Montana, U.S.A.","North America",,"47.0999985","-114.400002","sediments, quartzite","Belt Supergroup,youngest horizons sampled.","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","163","Bonner Quartzite","Montana, U.S.A.","North America",,"47.5999985","-113.300003","sediments, quartzite","Belt Supergroup,older than McNamara Formation ROCKUNITNO 161","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma.","Superseded study"
"1220","164","Striped Peak Formation Unit 4","Montana, U.S.A.","North America",,"49.0999985","-116.099998","sediments","Belt Supergroup,equiv.to Bonner quartzite(ROCKUNITNO 163).","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","165","Mt.Shields Formation","Montana, U.S.A.","North America",,"47.4000015","-113.099998","sediments","Belt Supergroup,older than Striped Peak Fm.(ROCKUNITNO 164)","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","166","Striped Peak Formation Unit 1","Montana, U.S.A.","North America",,"48.0999985","-116.199997","sediments","Belt Supergroup,equiv.base of Mt.Shields Fm,ROCKUNITNO 165.","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","167","Upper Wallace Formation","Montana, U.S.A.","North America",,"48.0999985","-116.099998","sediments","Belt Supergroup,older than Striped Peak Fm(ROCKUNITNO 166).","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","168","Shepard Formation","Montana, U.S.A.","North America",,"47.2000008","-113.300003","sediments","Belt Supergroup,older than Mt.Shields Formation(ROCKUNIT165)","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","169","Snowslip Formation","Montana, U.S.A.","North America",,"47.0","-114.099998","sediments","Belt Supergroup older than Shepard Formation(ROCKUNITNO 168)","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","170","Empire Formation","Montana, U.S.A.","North America",,"47.2000008","-112.599998","sediments","Belt Supergroup,older than Snowslip Formation ROCKUNITNO 169","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1220","171","Spokane Formation","Montana, U.S.A.","North America",,"47.2999992","-112.5","sediments","Belt Supergroup,older than Empire Formation,ROCKUNITNO 170.","PP-NP2",,"760","1740","correlation",,"Tectonism and metamorphism 1300-1500Ma","Superseded study"
"1221","172","Moenkopi Formation","Gray Mountain, Arizona, U.S.A.","North America","Colorado Plateau","35.9000015","-111.5","sediments, redbeds","Overlies Kaibab limestone(Permian),may extend into TRM.","T1-2","Thickness 115m.","237","251","fossils",,,
"1223","173","Hound Island Volcanics","SE Alaska, U.S.A.","North America","Alexander","56.9000015","-133.899994","extrusives, pillow lavas, tuffs","Age Carnian,about 650m thick.","T3","8 km","216","228","fossils",,,
"1224","174","Duffer Formation","Pilbara Block, Australia","Australia","Pilbara","-21.2999992","119.599998","extrusives, dacite, pillow basalt","Part of Warrawoona Group","PA","25km,thick 500m","3436","3468","U-Pb","Zircon U-Pb 3452+/-16Ma.","Strike 297/Dip 101,134/105,129/110.5.",
"1225","175","National kimberlite pipe","South Africa","Africa",,"-25.7000008","28.5","intrusives, kimberlite",,"MP","70 m","1124","1156","Rb-Sr","Rb-Sr isochron 1140+/-16; 1155+/-30 Ma.",,
"1225","176","Monastery and Lesotho kimberlite pipes","South Africa, Lesotho","Africa",,"-28.8999996","28.2999992","intrusives, kimberlite",,"K2","100 km","84","92","Rb-Sr,U-Pb","Rb-Sr isochron 88+/-4; Zircon U-Pb 90.4Ma.",,"Superseded study"
"1225","177","Swartruggens kimberlites","South Africa","Africa",,"-25.5","26.2000008","intrusives, kimberlite",,"J3-K1",,"141","149","K-Ar,40Ar/39Ar,Rb-Sr","K-Ar 145+/-4; 40Ar/39Ar 145; Rb-Sr 144 and 156+/-13 Ma",,"Superseded study"
"1226","178","Pelagic limestones 1","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Late Albian","K1","Thickness 19m","100","106","fossils",,,
"1226","179","Pelagic limestones 2","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Early Cenomanian","K2",,"97","100","fossils",,,
"1226","180","Pelagic limestones 3","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Early Turonian","K2",,"91","94","fossils",,,
"1226","181","Pelagic limestones 4","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Turonian","K2",,"89","94","fossils",,,
"1226","182","Pelagic limestones 5","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Late Turonian to Early Coniacian","K2",,"87","91","fossils",,,
"1226","183","Pelagic limestones 6","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Late Coniacian","K2",,"86","88","fossils",,,
"1226","184","Pelagic limestones 7","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Santonian","K2",,"83","86","fossils",,,
"1226","185","Pelagic limestones 8","Southern Alps, Italy","Europe",,"46.0","12.0","sediments, limestones","Early Campanian","K2",,"77","84","fossils",,,
"1227","186","Northern Iceland lavas","Iceland","Atlantic Ocean",,"66.0","-19.0","extrusives","5 km lava succession","N1","Thickness 5km","9","12","K-Ar","K-Ar 9-12 Ma",,
"1228","187","Blue Mountains plutons","Oregon, U.S.A.","North America",,"44.5","-117.0","intrusives, granites","Intrusive into Seven Devils and southern arc-trench terranes","J3-K1","150 km","130","150","magnetostratigraphy,Rb-Sr,K-Ar","K-Ar,Rb-Sr 125-160Ma",,
"1229","188","Qena-Safaga dykes","Egypt","Africa",,"26.5","33.0","intrusives, dykes",,"CB1-O1",,"480","527","K-Ar","K-Ar 480-527Ma",,
"1229","189","Dokhan Volcanic Formation","Egypt","Africa",,"26.0","33.0","extrusives, rhyolites, andesites",,"NP2-3",,"580","611","U-Pb","U-Pb ages 593+/-13,602+/-9, see REFNO 3514","General dip of 50 deg to SE.",
"1229","190","Um Rus dykes","Egypt","Africa",,"25.0","34.5","intrusives, dykes",,"CB1-O1",,"480","527","K-Ar,correlation","K-Ar 464-497,but regarded as same as Qena-Safaga dykes(#188)",,
"1230","191","Descon Formation lavas","SE Alaska, U.S.A.","North America","Alexander","55.7999992","-133.399994","extrusives","Age Caradocian","O3",,"450","461","fossils",,,
"1230","192","Descon Formation sediments","SE Alaska, U.S.A.","North America","Alexander","55.5","-133.5","sediments","Early Caradocian to Middle Llandoverian","O3-S1",,"438","461","fossils",,,
"1230","193","Devonian sediments and volcanics","SE Alaska, U.S.A.","North America","Alexander","55.5","-133.5","extrusives, sediments","Wadleigh limestone,Coronados Volc,St.Joseph Is.Vol(red muds)","D1-2",,"359","398","fossils",,,
